User_ID,Account_Balance,Previous_Fraudulent_Activity
USER_3208,40478.55,0
USER_3209,27084.11,1
USER_3210,14852.79,0
USER_3211,84736.0,1
USER_3212,83322.37,0
USER_3213,94313.18,0
USER_3214,46040.93,1
USER_3215,47153.19,1
USER_3216,32845.53,1
USER_3217,76408.51,0
USER_3218,68543.87,0
USER_3219,70660.57,1
USER_3220,64115.62,0
USER_3221,91497.84,1
USER_3222,63519.34,0
USER_3223,79027.67,1
USER_3224,68123.62,0
USER_3225,63040.73,0
USER_3226,46886.43,1
USER_3227,12578.6,0
USER_3228,55009.25,1
USER_3229,88417.53,0
USER_3230,48053.08,1
USER_3231,40980.09,0
USER_3232,67435.36,0
USER_3233,55849.33,0
USER_3234,12437.29,0
USER_3235,8928.75,0
USER_3236,2805.24,1
USER_3237,806.05,0
USER_3238,75759.83,0
USER_3239,58340.1,0
USER_3240,84039.98,0
USER_3241,48802.91,1
USER_3242,22155.26,1
USER_3243,84962.96,1
USER_3244,67934.29,1
USER_3245,71646.92,1
USER_3246,92807.51,0
USER_3247,86729.4,0
USER_3248,10495.64,1
USER_3249,20367.58,0
USER_3250,89379.21,0
USER_3251,10286.13,1
USER_3252,99507.6,0
USER_3253,15330.39,1
USER_3254,20541.3,1
USER_3255,92441.45,1
USER_3256,30414.55,1
USER_3257,1850.13,0
USER_3258,54093.81,0
USER_3259,58892.3,0
USER_3260,34826.05,1
USER_3261,44483.45,0
USER_3262,2004.83,0
USER_3263,62878.68,1
USER_3264,79323.69,1
USER_3265,83165.64,0
USER_3266,79961.5,0
USER_3267,54676.01,0
USER_3268,78453.95,0
USER_3269,8707.87,1
USER_3270,32471.6,0
USER_3271,31176.81,0
USER_3272,43195.35,1
USER_3273,642.77,0
USER_3274,35965.79,0
USER_3275,18008.85,0
USER_3276,28057.22,1
USER_3277,76089.29,0
USER_3278,83847.94,0
USER_3279,8882.35,1
USER_3280,46534.46,0
USER_3281,78307.68,0
USER_3282,12058.24,0
USER_3283,15264.17,1
USER_3284,66457.46,0
USER_3285,82987.92,0
USER_3286,28909.09,0
USER_3287,86145.19,0
USER_3288,58302.0,0
USER_3289,92419.46,0
USER_3290,64881.69,0
USER_3291,87258.4,0
USER_3292,59635.47,1
USER_3293,44912.23,1
USER_3294,42932.19,1
USER_3295,32956.99,0
USER_3296,64333.86,0
USER_3297,9109.72,1
USER_3298,13489.52,0
USER_3299,72944.8,0
USER_3300,7928.54,0
USER_3301,86818.26,1
USER_3302,23267.01,1
USER_3303,8296.31,0
USER_3304,34907.02,0
USER_3305,55040.31,1
USER_3306,25773.11,0
USER_3307,47898.88,0
USER_3308,93659.59,0
USER_3309,98936.54,1
USER_3310,81662.6,0
USER_3311,38771.21,1
USER_3312,44307.41,1
USER_3313,85568.68,1
USER_3314,48411.18,1
USER_3315,93446.43,0
USER_3316,14861.4,1
USER_3317,31547.84,1
USER_3318,14069.87,0
USER_3319,54726.05,1
USER_3320,69282.87,0
USER_3321,64723.81,1
USER_3322,91737.48,1
USER_3323,25258.9,0
USER_3324,78342.15,0
USER_3325,46036.59,0
USER_3326,82085.58,1
USER_3327,65157.97,1
USER_3328,55749.05,0
USER_3329,77289.3,1
USER_3330,30416.16,0
USER_3331,66802.32,0
USER_3332,5266.55,0
USER_3333,24153.82,1
USER_3334,62903.25,0
USER_3335,79181.29,0
USER_3336,78635.99,1
USER_3337,14652.84,1
USER_3338,9492.8,0
USER_3339,73411.32,1
USER_3340,73258.93,1
USER_3341,75787.83,0
USER_3342,23940.5,0
USER_3343,74743.14,1
USER_3344,49887.34,0
USER_3345,9931.12,0
USER_3346,5054.82,1
USER_3347,57528.06,1
USER_3348,76156.57,1
USER_3349,54208.74,1
USER_3350,3328.68,0
USER_3351,6968.62,0
USER_3352,42271.72,0
USER_3353,22331.44,0
USER_3354,18986.33,1
USER_3355,19655.33,1
USER_3356,36372.84,0
USER_3357,56423.95,1
USER_3358,67712.0,0
USER_3359,83746.92,0
USER_3360,32138.07,0
USER_3361,7147.75,0
USER_3362,57925.91,0
USER_3363,10204.6,0
USER_3364,70372.48,1
USER_3365,50138.43,1
USER_3366,51492.81,1
USER_3367,13441.39,1
USER_3368,62416.42,0
USER_3369,38851.57,1
USER_3370,27020.89,0
USER_3371,4920.73,0
USER_3372,89506.26,0
USER_3373,67576.78,0
USER_3374,55991.72,0
USER_3375,63600.98,0
USER_3376,8856.31,1
USER_3377,37626.33,1
USER_3378,58576.35,1
USER_3379,93005.26,0
USER_3380,52497.96,1
USER_3381,34728.33,1
USER_3382,49491.37,1
USER_3383,10170.41,1
USER_3384,67722.22,1
USER_3385,1029.02,1
USER_3386,61743.74,0
USER_3387,32567.85,1
USER_3388,60249.91,1
USER_3389,82863.87,0
USER_3390,71307.79,1
USER_3391,5273.52,0
USER_3392,34500.63,0
USER_3393,89440.13,0
USER_3394,24959.82,0
USER_3395,61944.69,1
USER_3396,44313.83,0
USER_3397,77164.25,1
USER_3398,70756.22,1
USER_3399,39686.52,0
USER_3400,93137.67,1
USER_3401,27643.62,0
USER_3402,98789.49,0
USER_3403,81965.28,0
USER_3404,86551.35,0
USER_3405,51937.13,1
USER_3406,95238.86,1
USER_3407,4107.55,0
USER_3408,44941.49,1
USER_3409,16697.73,0
USER_3410,81071.67,1
USER_3411,21770.68,0
USER_3412,7462.96,1
USER_3413,43785.37,1
USER_3414,51836.35,0
USER_3415,67478.16,1
USER_3416,49326.95,0
USER_3417,69078.35,0
USER_3418,76738.88,1
USER_3419,32915.33,1
USER_3420,69094.33,1
USER_3421,20402.14,0
USER_3422,89149.97,1
USER_3423,52393.72,1
USER_3424,69844.05,0
USER_3425,64890.41,0
USER_3426,48595.91,1
USER_3427,99568.37,0
USER_3428,33452.23,1
USER_3429,91658.24,1
USER_3430,61864.81,0
USER_3431,23949.45,0
USER_3432,26244.17,1
USER_3433,5745.78,1
USER_3434,65751.14,0
USER_3435,69970.37,0
USER_3436,87020.72,0
USER_3437,39252.66,0
USER_3438,18383.44,0
USER_3439,74723.47,0
USER_3440,39994.67,0
USER_3441,36669.95,1
USER_3442,89377.95,0
USER_3443,7845.45,1
USER_3444,18205.96,1
USER_3445,70797.25,1
USER_3446,63586.46,1
USER_3447,98730.84,1
USER_3448,54684.39,0
USER_3449,34722.83,0
USER_3450,49437.15,0
USER_3451,87360.04,1
USER_3452,66375.84,0
USER_3453,26216.65,1
USER_3454,12321.99,1
USER_3455,67038.26,0
USER_3456,83097.9,0
USER_3457,76533.25,0
USER_3458,84591.07,0
USER_3459,73762.52,0
USER_3460,12395.08,1
USER_3461,48787.9,1
USER_3462,45919.14,0
USER_3463,35649.07,0
USER_3464,20662.87,0
USER_3465,6852.16,1
USER_3466,36380.23,1
USER_3467,51136.83,0
USER_3468,36219.78,1
USER_3469,96179.29,1
USER_3470,76181.96,1
USER_3471,9840.29,0
USER_3472,79962.97,1
USER_3473,70289.13,0
USER_3474,92942.39,0
USER_3475,21287.04,1
USER_3476,10695.58,1
USER_3477,84368.31,0
USER_3478,49302.09,1
USER_3479,31223.88,1
USER_3480,82271.72,1
USER_3481,44851.21,0
USER_3482,31866.34,0
USER_3483,33159.91,0
USER_3484,5826.77,0
USER_3485,8639.57,0
USER_3486,51827.96,1
USER_3487,53879.87,0
USER_3488,9028.38,1
USER_3489,28107.5,1
USER_3490,8201.81,0
USER_3491,50326.41,1
USER_3492,932.83,1
USER_3493,25051.72,1
USER_3494,21671.06,1
USER_3495,87243.31,0
USER_3496,44988.05,0
USER_3497,87639.33,0
USER_3498,95982.04,0
USER_3499,41537.36,0
USER_3500,33065.7,1
USER_3501,57925.28,1
USER_3502,11517.16,0
USER_3503,19188.52,1
USER_3504,7308.76,1
USER_3505,80006.33,0
USER_3506,98643.23,0
USER_3507,57831.16,1
USER_3508,47579.43,0
USER_3509,1227.68,1
USER_3510,17717.13,0
USER_3511,81345.22,1
USER_3512,98092.54,0
USER_3513,72505.86,1
USER_3514,88763.71,0
USER_3515,97490.36,0
USER_3516,93057.62,0
USER_3517,92777.03,0
USER_3518,65417.86,0
USER_3519,12706.16,0
USER_3520,1734.96,0
USER_3521,28079.66,0
USER_3522,57991.82,0
USER_3523,8521.33,0
USER_3524,17345.35,1
USER_3525,99981.36,0
USER_3526,71631.02,1
USER_3528,74748.38,1
USER_3529,24820.59,1
USER_3530,71455.66,0
USER_3531,67282.15,1
USER_3532,85897.69,1
USER_3533,6038.13,0
USER_3534,69632.07,1
USER_3535,48361.88,1
USER_3536,96005.92,1
USER_3537,81086.48,0
USER_3538,37388.4,1
USER_3539,34305.04,0
USER_3540,56828.04,0
USER_3541,28427.66,0
USER_3542,73404.7,0
USER_3543,22487.86,0
USER_3544,43838.08,1
USER_3545,69420.76,0
USER_3546,50905.67,1
USER_3547,35358.26,0
USER_3548,17252.84,0
USER_3549,80946.48,0
USER_3550,34589.45,1
USER_3551,63287.17,0
USER_3552,84403.51,0
USER_3553,57335.31,1
USER_3554,60298.69,0
USER_3555,71335.77,0
USER_3556,73354.76,0
USER_3557,14738.96,0
USER_3558,81488.19,0
USER_3559,12616.15,0
USER_3560,92507.18,0
USER_3561,25920.8,0
USER_3562,52747.76,1
USER_3563,95682.22,1
USER_3564,15209.56,0
USER_3565,25980.24,0
USER_3566,45536.32,0
USER_3567,17919.11,1
USER_3568,77957.59,0
USER_3569,78757.77,1
USER_3570,92572.21,0
USER_3571,23479.44,0
USER_3572,56431.12,0
USER_3573,63665.98,0
USER_3574,39179.48,0
USER_3575,43880.25,0
USER_3576,40173.82,1
USER_3577,44908.02,1
USER_3578,20702.39,1
USER_3579,86658.59,0
USER_3580,46135.77,1
USER_3581,44071.24,0
USER_3582,33646.48,0
USER_3583,76658.02,1
USER_3584,30828.23,0
USER_3585,67458.53,0
USER_3586,14456.07,1
USER_3587,23054.48,0
USER_3588,65060.85,1
USER_3589,49941.57,0
USER_3590,69072.49,0
USER_3591,56033.55,1
USER_3592,53641.88,0
USER_3593,63457.62,0
USER_3594,3229.39,0
USER_3595,8315.86,0
USER_3596,43830.07,1
USER_3597,19618.28,1
USER_3598,7814.43,0
USER_3599,42950.61,0
USER_3600,5519.91,0
USER_3601,1475.51,1
USER_3602,80357.29,0
USER_3603,8384.77,0
USER_3604,62835.37,0
USER_3605,59179.06,1
USER_3606,2092.97,0
USER_3607,79317.43,1
USER_3608,86113.32,0
USER_3609,85906.64,0
USER_3610,65985.91,1
USER_3611,27116.18,0
USER_3612,54751.69,0
USER_3613,15470.4,1
USER_3614,39882.45,1
USER_3615,92041.55,1
USER_3616,18434.01,0
USER_3617,81361.51,0
USER_3618,14269.33,1
USER_3619,61159.34,1
USER_3620,76660.9,0
USER_3621,94329.04,0
USER_3622,78193.43,1
USER_3623,21670.31,1
USER_3624,67886.45,0
USER_3625,48464.73,0
USER_3626,47831.29,1
USER_3627,92407.63,0
USER_3628,92978.99,1
USER_3629,39113.37,0
USER_3630,24191.46,0
USER_3631,28210.11,0
USER_3632,14869.52,0
USER_3633,82972.92,1
USER_3634,41531.76,1
USER_3635,33891.53,0
USER_3636,34529.67,0
USER_3637,29939.64,0
USER_3638,28062.52,0
USER_3639,79252.64,1
USER_3640,13922.39,0
USER_3641,8030.13,0
USER_3642,47995.84,0
USER_3643,55943.4,0
USER_3644,77098.97,0
USER_3645,92826.68,1
USER_3646,48386.43,1
USER_3647,17228.09,0
USER_3648,72769.01,0
USER_3649,51835.3,1
USER_3650,49053.07,0
USER_3651,75985.52,0
USER_3652,14849.21,1
USER_3653,98431.05,1
USER_3654,63439.98,0
USER_3655,86766.33,1
USER_3656,12667.88,0
USER_3657,34675.71,0
USER_3658,66571.92,0
USER_3659,98104.09,1
USER_3660,58525.24,0
USER_3661,63420.39,1
USER_3662,9866.51,1
USER_3663,92022.89,1
USER_3664,31289.27,0
USER_3665,39197.71,0
USER_3666,98253.32,0
USER_3667,36129.86,0
USER_3668,79235.7,1
USER_3669,68100.21,0
USER_3670,4161.51,0
USER_3671,57924.26,0
USER_3672,85248.02,1
USER_3673,67639.92,1
USER_3674,43912.21,0
USER_3675,54246.73,1
USER_3676,20474.1,0
USER_3677,91997.47,1
USER_3678,28341.19,0
USER_3679,68202.53,1
USER_3680,19035.28,1
USER_3681,47533.38,1
USER_3682,17420.07,0
USER_3683,88987.73,0
USER_3684,71886.25,0
USER_3685,75781.97,0
USER_3686,75072.3,0
USER_3687,64693.44,1
USER_3688,9529.83,1
USER_3689,97225.67,0
USER_3690,85103.27,0
USER_3691,87806.75,1
USER_3692,76078.3,0
USER_3693,84012.19,0
USER_3694,73246.82,0
USER_3695,39589.67,1
USER_3696,84733.01,1
USER_3697,77264.12,0
USER_3698,5971.56,0
USER_3699,87259.63,1
USER_3700,51752.38,1
USER_3701,76421.28,0
USER_3702,59225.24,0
USER_3703,93942.76,0
USER_3704,8233.43,1
USER_3705,27534.15,0
USER_3706,81209.64,1
USER_3707,9541.06,0
USER_3708,45880.62,1
USER_3709,74823.85,1
USER_3710,28346.13,0
USER_3711,77619.8,1
USER_3712,32078.8,0
USER_3713,80304.72,1
USER_3714,23708.67,1
USER_3715,53000.05,1
USER_3716,99204.14,1
USER_3717,69445.74,0
USER_3718,73821.2,1
USER_3719,59021.77,0
USER_3720,39844.25,0
USER_3721,20012.42,1
USER_3722,44826.96,1
USER_3723,50029.34,0
USER_3724,96283.58,0
USER_3725,62198.87,0
USER_3726,27206.25,0
USER_3727,94524.27,1
USER_3728,17902.82,1
USER_3729,19662.95,1
USER_3730,80680.48,0
USER_3731,6942.02,1
USER_3732,73014.54,0
USER_3733,10636.73,0
USER_3734,5628.69,0
USER_3735,60833.76,0
USER_3736,19026.29,0
USER_3737,72037.84,1
USER_3738,9060.04,1
USER_3739,61543.2,0
USER_3740,48737.92,0
USER_3741,49023.05,0
USER_3742,17918.81,0
USER_3743,93512.72,1
USER_3744,71906.15,1
USER_3745,96900.64,1
USER_3746,34546.53,1
USER_3747,51312.53,1
USER_3748,31675.31,0
USER_3749,44790.06,1
USER_3750,13300.88,1
USER_3751,51801.42,0
USER_3752,20827.62,0
USER_3753,48723.2,0
USER_3754,86067.61,0
USER_3755,23619.03,0
USER_3756,7083.27,0
USER_3757,38854.06,1
USER_3758,23707.44,0
USER_3759,76870.82,0
USER_3760,29641.53,0
USER_3761,44738.51,1
USER_3762,70814.79,0
USER_3763,14880.36,1
USER_3764,13017.23,1
USER_3765,14916.9,0
USER_3766,50803.41,0
USER_3767,83106.14,0
USER_3768,57004.15,1
USER_3769,86451.7,0
USER_3770,27014.66,1
USER_3771,46638.81,1
USER_3772,56339.2,1
USER_3773,50312.82,1
USER_3774,47496.21,1
USER_3775,81662.22,1
USER_3776,68414.53,0
USER_3777,88463.73,1
USER_3778,40235.16,1
USER_3779,655.23,0
USER_3780,36095.72,0
USER_3781,1727.55,0
USER_3782,82981.74,0
USER_3783,38292.35,0
USER_3784,54347.8,1
USER_3785,35149.49,1
USER_3786,44595.85,1
USER_3787,26097.73,1
USER_3788,6898.42,0
USER_3789,56210.67,1
USER_3790,45580.9,1
USER_3791,15000.43,1
USER_3792,37322.11,0
USER_3793,94584.34,1
USER_3794,18782.41,0
USER_3795,96504.74,0
USER_3796,11677.03,1
USER_3797,8223.18,0
USER_3798,23417.62,0
USER_3799,15819.2,1
USER_3800,76275.24,0
USER_3801,3972.1,0
USER_3802,7019.38,1
USER_3803,88769.12,1
USER_3804,18516.19,1
USER_3805,5165.39,0
USER_3806,91914.22,1
USER_3807,13089.84,1
USER_3808,84019.76,1
USER_3809,1300.64,0
USER_3810,93045.74,0
USER_3811,8771.63,1
USER_3812,81243.56,1
USER_3813,51809.82,1
USER_3814,66126.92,1
USER_3815,79317.58,0
USER_3816,45915.3,0
USER_3817,65073.33,0
USER_3818,17267.03,1
USER_3819,37169.17,0
USER_3820,24875.09,1
USER_3821,71382.67,0
USER_3822,5342.81,1
USER_3823,63003.11,1
USER_3824,28033.32,0
USER_3825,11625.81,0
USER_3826,30789.08,1
USER_3827,72277.85,0
USER_3828,11465.41,0
USER_3829,10290.08,0
USER_3830,74150.71,0
USER_3831,35840.68,0
USER_3832,83893.75,0
USER_3833,44091.96,1
USER_3834,2273.82,1
USER_3835,8372.05,0
USER_3836,34522.29,1
USER_3837,30099.01,1
USER_3838,29407.3,1
USER_3839,48453.71,0
USER_3840,9454.26,1
USER_3841,7283.38,0
USER_3842,36789.02,0
USER_3843,93902.6,1
USER_3844,62473.74,0
USER_3845,43627.18,1
USER_3846,38069.41,0
USER_3847,18108.25,1
USER_3848,36180.19,0
USER_3849,63010.59,0
USER_3850,93080.82,0
USER_3851,40435.27,0
USER_3852,37164.07,1
USER_3853,29090.09,0
USER_3854,73820.98,0
USER_3855,95385.46,0
USER_3856,35396.81,0
USER_3857,18666.54,1
USER_3858,96529.34,1
USER_3859,84102.42,0
USER_3860,77808.71,0
USER_3861,45628.08,0
USER_3862,85302.48,0
USER_3863,96458.76,0
USER_3864,90873.82,0
USER_3865,6342.56,0
USER_3866,15754.47,1
USER_3867,98925.23,0
USER_3868,41768.87,0
USER_3869,45650.33,0
USER_3870,49385.98,0
USER_3871,41625.17,1
USER_3872,20266.33,1
USER_3873,30861.92,1
USER_3874,84044.12,0
USER_3875,83969.2,0
USER_3876,37011.52,1
USER_3877,34146.58,0
USER_3878,20093.43,0
USER_3879,73002.06,0
USER_3880,75919.63,0
USER_3881,8655.54,0
USER_3882,40831.4,0
USER_3883,79476.14,0
USER_3884,60767.58,0
USER_3886,25135.57,1
USER_3887,80223.25,0
USER_3888,3324.51,0
USER_3889,13821.31,0
USER_3890,60290.39,1
USER_3891,3732.0,1
USER_3892,93988.14,1
USER_3894,4888.29,0
USER_3895,10967.2,1
USER_3896,81148.66,0
USER_3897,37517.86,0
USER_3898,25985.99,1
USER_3899,24947.39,1
USER_3900,74633.28,0
USER_3901,21754.21,0
USER_3902,54923.4,0
USER_3903,8165.97,0
USER_3904,56008.68,1
USER_3905,72366.63,0
USER_3906,16789.22,1
USER_3907,11299.71,0
USER_3908,79902.47,0
USER_3909,97515.31,0
USER_3910,85015.32,0
USER_3911,25285.75,0
USER_3912,22484.83,1
USER_3913,29999.37,0
USER_3914,60617.91,0
USER_3915,41787.53,1
USER_3916,85073.01,0
USER_3917,76678.89,1
USER_3918,35421.22,1
USER_3919,73436.23,0
USER_3920,74128.13,0
USER_3921,87282.55,1
USER_3922,89376.09,0
USER_3923,33854.3,0
USER_3924,35790.15,0
USER_3925,62166.13,1
USER_3926,92464.52,0
USER_3927,70882.01,0
USER_3928,55490.16,1
USER_3929,95883.3,1
USER_3930,40687.66,0
USER_3931,13844.06,0
USER_3932,6711.43,0
USER_3933,5980.64,1
USER_3934,87795.23,1
USER_3935,57439.4,1
USER_3936,59032.92,1
USER_3937,36706.66,0
USER_3938,25303.46,1
USER_3939,10439.87,1
USER_3940,9616.0,1
USER_3941,24416.89,1
USER_3942,64132.18,0
USER_3943,23769.97,0
USER_3944,41675.26,0
USER_3945,55584.39,1
USER_3946,32345.78,1
USER_3947,35200.07,0
USER_3948,44838.93,0
USER_3949,60969.82,1
USER_3950,36637.54,1
USER_3951,31648.34,0
USER_3952,88701.19,0
USER_3953,85183.45,1
USER_3954,60374.65,0
USER_3955,77209.98,0
USER_3956,48573.39,0
USER_3957,92097.64,1
USER_3958,83912.02,1
USER_3959,76854.28,1
USER_3960,21384.07,0
USER_3961,23707.42,0
USER_3962,52459.63,1
USER_3963,13536.23,1
USER_3964,70917.25,1
USER_3965,78890.19,0
USER_3966,37672.89,1
USER_3967,65426.46,0
USER_3968,53699.05,1
USER_3969,81993.81,0
USER_3970,80806.29,1
USER_3971,34487.29,0
USER_3972,34400.39,0
USER_3973,51207.51,0
USER_3974,75757.02,1
USER_3975,43407.02,1
USER_3976,93882.06,1
USER_3977,69808.69,1
USER_3978,50948.91,0
USER_3979,13184.86,0
USER_3980,96244.78,0
USER_3981,19313.51,0
USER_3982,67106.19,0
USER_3983,11540.86,0
USER_3984,60479.68,0
USER_3985,76093.13,1
USER_3986,17968.36,0
USER_3987,40726.71,0
USER_3988,2103.07,0
USER_3989,88867.48,1
USER_3990,96536.12,0
USER_3991,84125.32,1
USER_3993,1495.33,0
USER_3994,90581.63,0
USER_3995,70368.47,0
USER_3996,6407.53,0
USER_3997,25578.37,0
USER_3998,79212.97,0
USER_3999,79832.68,1
USER_4000,67279.8,0
USER_4001,29267.6,0
USER_4002,80294.35,0
USER_4003,82548.5,0
USER_4004,16851.77,1
USER_4005,35330.1,0
USER_4006,37036.13,0
USER_4007,98192.34,0
USER_4008,5144.6,0
USER_4009,2764.39,0
USER_4010,90905.39,0
USER_4011,92109.32,1
USER_4012,41269.94,1
USER_4013,18748.27,1
USER_4014,98487.45,1
USER_4015,25218.26,1
USER_4016,92756.0,0
USER_4017,62297.62,0
USER_4018,61728.75,0
USER_4019,87145.69,1
USER_4020,23354.41,0
USER_4021,3044.02,1
USER_4022,58438.97,1
USER_4023,62350.12,1
USER_4024,27083.17,0
USER_4025,94336.47,0
USER_4026,69406.37,0
USER_4027,32924.63,0
USER_4028,99424.23,0
USER_4029,92795.53,1
USER_4030,62692.98,0
USER_4031,52740.9,0
USER_4032,77165.88,1
USER_4033,4319.82,0
USER_4034,78360.76,1
USER_4035,84121.53,0
USER_4036,24904.41,0
USER_4037,94384.91,1
USER_4038,20517.84,0
USER_4039,19228.6,1
USER_4040,97983.83,1
USER_4041,14301.79,1
USER_4042,84909.03,1
USER_4043,37666.18,1
USER_4044,83502.71,1
USER_4045,59037.95,1
USER_4046,27221.21,0
USER_4047,61526.79,0
USER_4048,16500.63,0
USER_4049,47935.82,0
USER_4050,18511.82,0
USER_4051,53029.37,1
USER_4052,23784.93,1
USER_4054,31448.6,0
USER_4055,70431.88,1
USER_4056,2187.86,0
USER_4057,3290.58,1
USER_4058,15985.31,0
USER_4059,16258.82,0
USER_4060,10878.85,0
USER_4061,83761.2,1
USER_4062,58283.35,1
USER_4063,15027.41,0
USER_4064,73019.27,0
USER_4065,82365.62,0
USER_4066,63009.21,0
USER_4067,80172.27,0
USER_4068,47578.92,0
USER_4069,9954.36,0
USER_4070,3519.53,0
USER_4071,12595.66,0
USER_4072,53595.02,1
USER_4073,56247.84,0
USER_4074,27170.06,0
USER_4075,98670.49,1
USER_4076,97228.55,0
USER_4077,91620.61,1
USER_4078,69094.14,0
USER_4079,62117.04,1
USER_4080,52882.77,1
USER_4081,63420.13,1
USER_4082,67457.17,1
USER_4083,27511.39,0
USER_4084,67780.03,0
USER_4085,90507.83,0
USER_4086,9902.6,0
USER_4087,48492.08,0
USER_4088,45565.09,1
USER_4089,90695.08,0
USER_4090,7800.11,1
USER_4091,50415.02,1
USER_4092,52833.3,1
USER_4093,9705.61,1
USER_4094,33430.64,0
USER_4095,42527.09,1
USER_4096,39453.16,0
USER_4097,24538.75,1
USER_4098,80158.74,1
USER_4099,15378.63,0
USER_4100,74398.75,0
USER_4101,95028.06,0
USER_4102,46549.34,1
USER_4103,83252.93,0
USER_4104,28733.73,1
USER_4105,45110.88,0
USER_4106,34741.96,0
USER_4107,734.16,0
USER_4108,54873.75,0
USER_4109,41649.18,1
USER_4110,57778.15,1
USER_4111,59813.6,0
USER_4112,94590.98,0
USER_4113,79690.38,0
USER_4114,74092.01,1
USER_4115,65573.72,0
USER_4116,27819.79,1
USER_4117,10722.03,0
USER_4118,30540.15,0
USER_4119,72314.16,1
USER_4120,35307.3,0
USER_4121,88576.71,1
USER_4122,19898.99,0
USER_4123,96147.65,1
USER_4124,85827.65,0
USER_4125,39155.09,1
USER_4126,25766.13,0
USER_4127,99140.19,1
USER_4128,52561.81,0
USER_4129,56895.17,1
USER_4130,83078.37,0
USER_4131,34086.2,0
USER_4132,72453.85,0
USER_4133,23468.61,1
USER_4134,23890.78,1
USER_4135,10610.76,1
USER_4136,53650.32,1
USER_4137,34000.6,0
USER_4138,16201.88,1
USER_4139,67243.02,0
USER_4140,34877.52,1
USER_4141,97540.04,0
USER_4142,79200.99,0
USER_4143,72201.25,1
USER_4144,46010.62,0
USER_4145,9206.93,0
USER_4146,63471.6,1
USER_4147,48419.43,1
USER_4148,51374.59,0
USER_4149,85031.71,0
USER_4150,18532.94,0
USER_4151,47786.14,1
USER_4152,79064.1,1
USER_4153,42547.3,0
USER_4154,28825.33,0
USER_4155,95089.17,1
USER_4156,93106.92,0
USER_4157,47748.82,1
USER_4158,8708.43,0
USER_4159,63299.9,1
USER_4160,36148.88,1
USER_4161,51310.94,0
USER_4162,81071.15,0
USER_4163,28120.73,0
USER_4164,89916.35,0
USER_4165,21826.09,0
USER_4166,74662.0,1
USER_4167,42644.22,0
USER_4168,28924.25,0
USER_4169,93737.07,1
USER_4170,98626.59,1
USER_4171,69298.12,0
USER_4172,38850.53,0
USER_4173,68332.7,0
USER_4174,45764.47,1
USER_4175,80862.95,0
USER_4176,94738.14,1
USER_4177,49511.49,1
USER_4178,50743.88,0
USER_4179,23760.25,0
USER_4180,50583.99,0
USER_4181,36240.31,1
USER_4182,35271.73,1
USER_4183,37303.78,0
USER_4184,40964.44,0
USER_4185,66339.74,1
USER_4186,21926.32,1
USER_4187,88951.58,1
USER_4188,82452.77,0
USER_4189,42245.15,0
USER_4190,10852.09,0
USER_4191,32502.36,0
USER_4192,98989.44,0
USER_4193,35926.93,1
USER_4194,65481.73,1
USER_4195,40109.09,0
USER_4196,98979.46,1
USER_4197,44761.08,1
USER_4198,30066.12,1
USER_4199,34373.22,1
USER_4200,78824.67,0
USER_4201,53948.11,1
USER_4202,92302.08,0
USER_4203,17304.5,0
USER_4204,13507.58,0
USER_4205,84404.9,1
USER_4206,67795.55,1
USER_4207,55129.74,1
USER_4208,66341.71,0
USER_4209,13852.93,0
USER_4210,98887.86,0
USER_4211,67118.31,0
USER_4212,90828.21,0
USER_4213,5550.65,0
USER_4214,15137.43,0
USER_4215,50365.86,0
USER_4216,35879.57,1
USER_4217,46189.43,0
USER_4218,36157.66,0
USER_4219,39259.2,1
USER_4220,89992.51,0
USER_4221,63402.26,0
USER_4222,81598.75,0
USER_4223,21143.41,1
USER_4224,91986.24,1
USER_4225,66400.78,0
USER_4226,27505.99,1
USER_4227,87949.72,1
USER_4228,6171.94,1
USER_4229,28537.35,1
USER_4230,76100.53,0
USER_4231,53171.0,0
USER_4232,93698.95,1
USER_4233,15483.37,1
USER_4234,32187.16,1
USER_4235,6316.9,0
USER_4236,66050.24,0
USER_4237,31502.97,1
USER_4238,80688.77,1
USER_4239,53553.72,1
USER_4240,22708.75,0
USER_4241,1788.61,0
USER_4242,60145.06,0
USER_4243,10871.03,0
USER_4244,3798.61,1
USER_4245,46307.3,1
USER_4246,80350.45,0
USER_4247,9532.41,0
USER_4248,70446.18,0
USER_4249,91177.63,1
USER_4250,87468.97,1
USER_4251,12180.68,0
USER_4252,69133.51,1
USER_4253,52517.58,1
USER_4254,84167.16,1
USER_4255,84192.65,0
USER_4256,78865.69,0
USER_4257,22972.31,1
USER_4258,68596.93,0
USER_4259,98948.34,0
USER_4260,13120.67,1
USER_4261,61955.3,1
USER_4262,36642.5,0
USER_4263,20564.29,0
USER_4264,69829.31,0
USER_4265,60394.4,0
USER_4266,62396.15,1
USER_4267,54923.79,1
USER_4268,80913.88,0
USER_4269,74858.92,0
USER_4270,20618.22,0
USER_4271,19469.36,1
USER_4272,69882.92,1
USER_4273,24081.06,1
USER_4274,872.06,1
USER_4275,62330.84,0
USER_4276,96734.59,0
USER_4277,38704.19,0
USER_4278,30525.01,0
USER_4279,90837.44,0
USER_4280,74056.6,0
USER_4281,28000.25,0
USER_4282,555.39,0
USER_4283,85023.11,1
USER_4284,8805.74,1
USER_4285,63314.39,1
USER_4286,92261.16,0
USER_4287,70796.26,1
