Device_ID,User_ID,Device_Type
3695,USER_6634,Laptop
3696,USER_2072,Mobile
3697,USER_6334,Mobile
3698,USER_6819,Tablet
3699,USER_6320,Laptop
3700,USER_5876,Mobile
3701,USER_4483,Mobile
3702,USER_9406,Tablet
3703,USER_8803,Tablet
3704,USER_7779,Tablet
3705,USER_7823,Tablet
3706,USER_5434,Mobile
3707,USER_9205,Tablet
3708,USER_7018,Tablet
3709,USER_3875,Mobile
3710,USER_2728,Laptop
3711,USER_7052,Laptop
3712,USER_8083,Mobile
3713,USER_8606,Laptop
3714,USER_7615,Laptop
3715,USER_2646,Laptop
3716,USER_5831,Tablet
3717,USER_2761,Tablet
3718,USER_4354,Mobile
3719,USER_2222,Tablet
3720,USER_9507,Tablet
3721,USER_5317,Laptop
3722,USER_4133,Laptop
3723,USER_6278,Laptop
3724,USER_4224,Laptop
3725,USER_3866,Laptop
3726,USER_1483,Mobile
3727,USER_8290,Mobile
3728,USER_7473,Mobile
3729,USER_5499,Tablet
3730,USER_3733,Tablet
3731,USER_8184,Laptop
3732,USER_8374,Tablet
3733,USER_1514,Laptop
3734,USER_2720,Mobile
3735,USER_8929,Tablet
3736,USER_1689,Laptop
3737,USER_7327,Laptop
3738,USER_2789,Tablet
3739,USER_2380,Tablet
3740,USER_6838,Tablet
3741,USER_8211,Tablet
3742,USER_9018,Tablet
3743,USER_5433,Tablet
3744,USER_5191,Mobile
3745,USER_3720,Tablet
3746,USER_2493,Laptop
3747,USER_1602,Tablet
3748,USER_2263,Mobile
3749,USER_9360,Mobile
3750,USER_4244,Mobile
3751,USER_8207,Laptop
3752,USER_2862,Tablet
3753,USER_1976,Tablet
3754,USER_4005,Tablet
3755,USER_8587,Tablet
3756,USER_1174,Laptop
3757,USER_7723,Mobile
3758,USER_7659,Mobile
3759,USER_4861,Tablet
3760,USER_1164,Tablet
3761,USER_1789,Laptop
3762,USER_2364,Mobile
3763,USER_2962,Mobile
3764,USER_9852,Tablet
3765,USER_2259,Tablet
3766,USER_6637,Tablet
3767,USER_7928,Mobile
3768,USER_4891,Tablet
3769,USER_4529,Mobile
3770,USER_9487,Mobile
3771,USER_6000,Mobile
3772,USER_4598,Tablet
3773,USER_1087,Tablet
3774,USER_7735,Tablet
3775,USER_6915,Tablet
3776,USER_2844,Mobile
3777,USER_6094,Mobile
3778,USER_6271,Mobile
3779,USER_6306,Mobile
3780,USER_6721,Laptop
3781,USER_4029,Tablet
3782,USER_9887,Tablet
3783,USER_3065,Laptop
3784,USER_2074,Laptop
3785,USER_5799,Tablet
3786,USER_5402,Mobile
3787,USER_9186,Mobile
3788,USER_4140,Laptop
3789,USER_6041,Tablet
3790,USER_4489,Mobile
3791,USER_7734,Mobile
3792,USER_2817,Laptop
3793,USER_6051,Tablet
3794,USER_2286,Mobile
3795,USER_1898,Laptop
3796,USER_9229,Laptop
3797,USER_4133,Tablet
3798,USER_5275,Laptop
3799,USER_4520,Mobile
3800,USER_4309,Laptop
3801,USER_6371,Tablet
3802,USER_2260,Mobile
3803,USER_4052,Tablet
3804,USER_6549,Tablet
3805,USER_6894,Tablet
3806,USER_8347,Tablet
3807,USER_6801,Laptop
3808,USER_1122,Mobile
3809,USER_1947,Mobile
3810,USER_8442,Laptop
3811,USER_9232,Tablet
3812,USER_2139,Mobile
3813,USER_3090,Tablet
3814,USER_1220,Tablet
3815,USER_5797,Mobile
3816,USER_6243,Mobile
3817,USER_5751,Laptop
3818,USER_7492,Tablet
3819,USER_9889,Tablet
3820,USER_9219,Tablet
3821,USER_3935,Laptop
3822,USER_9746,Laptop
3823,USER_6914,Tablet
3824,USER_3793,Mobile
3825,USER_7870,Tablet
3826,USER_8645,Mobile
3827,USER_2796,Mobile
3828,USER_8050,Mobile
3829,USER_5791,Tablet
3830,USER_8996,Mobile
3831,USER_5953,Mobile
3832,USER_9890,Tablet
3833,USER_2260,Tablet
3834,USER_8107,Laptop
3835,USER_4107,Laptop
3836,USER_9472,Mobile
3837,USER_5131,Mobile
3838,USER_3677,Mobile
3839,USER_3711,Mobile
3840,USER_8531,Mobile
3841,USER_7818,Tablet
3842,USER_3939,Laptop
3843,USER_5114,Mobile
3844,USER_4317,Laptop
3845,USER_1304,Tablet
3846,USER_1881,Laptop
3847,USER_8398,Tablet
3848,USER_2429,Laptop
3849,USER_4403,Laptop
3850,USER_6164,Mobile
3851,USER_5804,Laptop
3852,USER_4135,Mobile
3853,USER_1930,Mobile
3854,USER_5308,Tablet
3855,USER_9867,Mobile
3856,USER_1409,Laptop
3857,USER_3275,Laptop
3858,USER_4055,Mobile
3859,USER_3312,Tablet
3860,USER_4944,Mobile
3861,USER_7546,Laptop
3862,USER_3660,Mobile
3863,USER_3841,Laptop
3864,USER_7747,Laptop
3865,USER_5183,Tablet
3866,USER_3003,Mobile
3867,USER_2544,Mobile
3868,USER_5049,Laptop
3869,USER_5166,Laptop
3870,USER_5045,Tablet
3871,USER_8203,Tablet
3872,USER_6812,Mobile
3873,USER_1739,Mobile
3874,USER_8968,Tablet
3875,USER_7082,Tablet
3876,USER_3331,Mobile
3877,USER_5683,Tablet
3878,USER_8574,Laptop
3879,USER_9363,Mobile
3880,USER_1844,Laptop
3881,USER_7991,Laptop
3882,USER_3051,Laptop
3883,USER_9160,Laptop
3884,USER_4249,Mobile
3885,USER_4283,Tablet
3886,USER_6131,Tablet
3887,USER_1711,Mobile
3888,USER_6630,Tablet
3889,USER_1794,Tablet
3890,USER_6669,Tablet
3891,USER_8960,Mobile
3892,USER_8639,Laptop
3893,USER_9735,Laptop
3894,USER_6717,Laptop
3895,USER_3254,Mobile
3896,USER_3243,Mobile
3897,USER_4019,Mobile
3898,USER_3825,Laptop
3899,USER_5865,Tablet
3900,USER_8429,Mobile
3901,USER_1264,Tablet
3902,USER_3775,Laptop
3903,USER_7629,Tablet
3904,USER_8565,Mobile
3905,USER_8032,Tablet
3906,USER_2695,Laptop
3907,USER_5869,Laptop
3908,USER_2822,Mobile
3909,USER_2555,Mobile
3910,USER_1309,Mobile
3911,USER_6231,Tablet
3912,USER_4237,Mobile
3913,USER_9010,Tablet
3914,USER_9312,Laptop
3915,USER_8230,Mobile
3916,USER_1495,Tablet
3917,USER_9488,Mobile
3918,USER_7338,Mobile
3919,USER_4829,Tablet
3920,USER_6183,Laptop
3921,USER_5682,Mobile
3922,USER_6806,Laptop
3923,USER_1287,Laptop
3924,USER_8170,Tablet
3925,USER_7194,Laptop
3926,USER_8644,Tablet
3927,USER_2760,Tablet
3928,USER_6258,Tablet
3929,USER_8850,Laptop
3930,USER_4653,Laptop
3931,USER_1456,Mobile
3932,USER_2186,Tablet
3933,USER_3332,Tablet
3934,USER_5343,Laptop
3935,USER_4595,Laptop
3936,USER_6176,Tablet
3937,USER_6412,Laptop
3938,USER_5770,Tablet
3939,USER_2553,Tablet
3940,USER_1591,Mobile
3941,USER_9571,Laptop
3942,USER_6537,Tablet
3943,USER_6995,Tablet
3944,USER_1739,Laptop
3945,USER_6284,Laptop
3946,USER_3867,Laptop
3947,USER_8937,Tablet
3948,USER_5213,Laptop
3949,USER_3177,Laptop
3950,USER_3413,Laptop
3951,USER_2304,Mobile
3952,USER_7911,Mobile
3953,USER_4947,Laptop
3954,USER_7588,Tablet
3955,USER_2660,Tablet
3956,USER_9089,Laptop
3957,USER_4059,Laptop
3958,USER_4708,Tablet
3959,USER_2326,Mobile
3960,USER_8501,Tablet
3961,USER_7069,Mobile
3962,USER_6877,Tablet
3963,USER_7139,Mobile
3964,USER_3612,Laptop
3965,USER_1461,Tablet
3966,USER_6753,Tablet
3967,USER_4381,Mobile
3968,USER_8779,Mobile
3969,USER_4006,Laptop
3970,USER_1662,Mobile
3971,USER_4903,Tablet
3972,USER_3895,Tablet
3973,USER_5501,Mobile
3974,USER_6569,Laptop
3975,USER_6390,Laptop
3976,USER_9747,Laptop
3977,USER_4428,Tablet
3978,USER_1156,Laptop
3979,USER_7918,Tablet
3980,USER_7039,Mobile
3981,USER_9882,Tablet
3982,USER_2116,Tablet
3983,USER_2194,Laptop
3984,USER_2743,Mobile
3985,USER_9403,Mobile
3986,USER_6365,Mobile
3987,USER_7060,Mobile
3988,USER_3617,Tablet
3989,USER_9984,Tablet
3990,USER_4318,Laptop
3991,USER_2795,Mobile
3992,USER_3613,Tablet
3993,USER_1085,Tablet
3994,USER_4275,Laptop
3995,USER_6525,Tablet
3996,USER_3091,Mobile
3997,USER_1647,Laptop
3998,USER_2521,Tablet
3999,USER_3380,Tablet
4000,USER_9694,Tablet
4001,USER_5295,Laptop
4002,USER_9419,Tablet
4003,USER_6487,Tablet
4004,USER_1491,Tablet
4005,USER_4766,Tablet
4006,USER_8838,Tablet
4007,USER_8241,Mobile
4008,USER_2768,Mobile
4009,USER_4172,Laptop
4010,USER_6276,Tablet
4011,USER_6245,Tablet
4012,USER_9740,Tablet
4013,USER_5695,Tablet
4014,USER_2721,Mobile
4015,USER_3041,Laptop
4016,USER_3596,Laptop
4017,USER_8849,Laptop
4018,USER_4319,Tablet
4019,USER_6918,Tablet
4020,USER_4943,Mobile
4021,USER_6670,Laptop
4022,USER_8836,Tablet
4023,USER_3450,Laptop
4024,USER_6287,Mobile
4025,USER_4406,Tablet
4026,USER_5288,Tablet
4027,USER_2058,Tablet
4028,USER_5765,Tablet
4029,USER_5277,Tablet
4030,USER_8835,Tablet
4031,USER_8368,Mobile
4032,USER_2024,Tablet
4033,USER_2198,Laptop
4034,USER_5985,Laptop
4035,USER_3987,Mobile
4036,USER_9166,Mobile
4037,USER_3346,Laptop
4038,USER_9998,Tablet
4039,USER_6297,Mobile
4040,USER_9376,Laptop
4041,USER_4591,Laptop
4042,USER_6222,Tablet
4043,USER_4036,Tablet
4044,USER_2117,Mobile
4045,USER_1663,Tablet
4046,USER_4876,Laptop
4047,USER_6250,Mobile
4048,USER_1076,Laptop
4049,USER_6270,Mobile
4050,USER_8868,Laptop
4051,USER_2687,Mobile
4052,USER_5051,Tablet
4053,USER_8919,Tablet
4054,USER_7911,Laptop
4055,USER_2014,Tablet
4056,USER_1121,Tablet
4057,USER_6518,Mobile
4058,USER_5541,Tablet
4059,USER_3756,Mobile
4060,USER_4669,Mobile
4061,USER_2044,Mobile
4062,USER_2547,Tablet
4063,USER_7140,Laptop
4064,USER_3633,Tablet
4065,USER_7564,Tablet
4066,USER_3562,Laptop
4067,USER_9882,Mobile
4068,USER_2077,Mobile
4069,USER_1252,Tablet
4070,USER_3666,Mobile
4071,USER_2177,Mobile
4072,USER_5728,Tablet
4073,USER_9377,Tablet
4074,USER_5174,Tablet
4075,USER_7795,Mobile
4076,USER_6608,Tablet
4077,USER_5161,Laptop
4078,USER_8148,Tablet
4079,USER_1131,Laptop
4080,USER_6801,Tablet
4081,USER_5228,Tablet
4082,USER_3221,Mobile
4083,USER_1661,Laptop
4084,USER_2961,Tablet
4085,USER_1578,Mobile
4086,USER_1912,Tablet
4087,USER_5164,Tablet
4088,USER_2343,Tablet
4089,USER_1580,Tablet
4090,USER_9239,Mobile
4091,USER_3310,Mobile
4092,USER_9766,Tablet
4093,USER_9215,Tablet
4094,USER_2997,Mobile
4095,USER_7506,Mobile
4096,USER_2996,Tablet
4097,USER_2656,Mobile
4098,USER_6474,Tablet
4099,USER_4084,Laptop
4100,USER_7077,Laptop
4101,USER_7516,Laptop
4102,USER_5786,Laptop
4103,USER_3672,Laptop
4104,USER_5312,Mobile
4105,USER_3606,Laptop
4106,USER_5725,Mobile
4107,USER_4300,Tablet
4108,USER_8434,Mobile
4109,USER_6725,Laptop
4110,USER_7679,Mobile
4111,USER_3483,Tablet
4112,USER_1572,Mobile
4113,USER_1389,Laptop
4114,USER_8690,Mobile
4115,USER_6409,Tablet
4116,USER_9303,Laptop
4117,USER_3312,Laptop
4118,USER_2840,Tablet
4119,USER_6588,Mobile
4120,USER_7081,Mobile
4121,USER_2436,Mobile
4122,USER_9428,Mobile
4123,USER_6251,Mobile
4124,USER_5427,Mobile
4125,USER_3643,Laptop
4126,USER_6048,Laptop
4127,USER_1462,Tablet
4128,USER_4677,Tablet
4129,USER_3456,Laptop
4130,USER_3598,Tablet
4131,USER_4747,Tablet
4132,USER_5735,Laptop
4133,USER_7860,Mobile
4134,USER_1568,Laptop
4135,USER_3669,Mobile
4136,USER_4969,Laptop
4137,USER_4242,Laptop
4138,USER_7034,Mobile
4139,USER_8547,Tablet
4140,USER_4662,Mobile
4141,USER_3171,Mobile
4142,USER_2076,Laptop
4143,USER_2687,Laptop
4144,USER_3709,Mobile
4145,USER_8553,Tablet
4146,USER_5050,Tablet
4147,USER_5194,Mobile
4148,USER_3446,Tablet
4149,USER_4771,Laptop
4150,USER_6574,Laptop
4151,USER_9819,Mobile
4152,USER_8439,Mobile
4153,USER_4440,Tablet
4154,USER_1056,Tablet
4155,USER_4051,Mobile
4156,USER_7106,Mobile
4157,USER_7690,Mobile
4158,USER_9198,Tablet
4159,USER_8129,Tablet
4160,USER_5426,Laptop
4161,USER_8191,Mobile
4162,USER_6568,Laptop
4163,USER_9202,Tablet
4164,USER_8648,Laptop
4165,USER_2213,Mobile
4166,USER_5793,Laptop
4167,USER_6580,Mobile
4168,USER_2238,Laptop
4169,USER_6502,Mobile
4170,USER_7577,Tablet
4171,USER_2875,Laptop
4172,USER_6586,Mobile
4173,USER_7166,Mobile
4174,USER_1804,Laptop
4175,USER_3965,Laptop
4176,USER_6775,Tablet
4177,USER_1910,Tablet
4178,USER_5482,Tablet
4179,USER_3010,Laptop
4180,USER_5887,Tablet
4181,USER_2282,Mobile
4182,USER_4975,Mobile
4183,USER_2178,Laptop
4184,USER_2201,Laptop
4185,USER_9132,Tablet
4186,USER_5819,Mobile
4187,USER_6080,Mobile
4188,USER_5081,Laptop
4189,USER_2543,Mobile
4190,USER_4149,Mobile
4191,USER_2077,Laptop
4192,USER_9474,Mobile
4193,USER_7794,Laptop
4194,USER_2997,Laptop
4195,USER_3741,Laptop
4196,USER_9703,Mobile
4197,USER_2952,Mobile
4198,USER_1297,Mobile
4199,USER_8166,Mobile
4200,USER_8557,Tablet
4201,USER_6704,Mobile
4202,USER_7614,Laptop
4203,USER_9151,Tablet
4204,USER_3248,Laptop
4205,USER_5117,Mobile
4206,USER_8023,Tablet
4207,USER_3733,Laptop
4208,USER_1441,Laptop
4209,USER_3597,Tablet
4210,USER_4869,Laptop
4211,USER_3067,Tablet
4212,USER_2564,Mobile
4213,USER_8686,Tablet
4214,USER_6821,Mobile
4215,USER_4655,Tablet
4216,USER_8820,Tablet
4217,USER_9853,Laptop
4218,USER_2636,Mobile
4219,USER_6679,Mobile
4220,USER_9125,Laptop
4221,USER_3281,Tablet
4222,USER_2657,Tablet
4223,USER_3098,Tablet
4224,USER_4529,Tablet
4225,USER_8510,Tablet
4226,USER_9203,Laptop
4227,USER_8135,Laptop
4228,USER_3819,Tablet
4229,USER_1492,Laptop
4230,USER_2585,Tablet
4231,USER_6601,Laptop
4232,USER_9834,Mobile
4233,USER_6606,Mobile
4234,USER_8024,Mobile
4235,USER_7354,Laptop
4236,USER_5804,Mobile
4237,USER_4205,Laptop
4238,USER_7139,Tablet
4239,USER_9886,Tablet
4240,USER_2764,Tablet
4241,USER_7703,Tablet
4242,USER_8031,Mobile
4243,USER_6791,Mobile
4244,USER_1478,Tablet
4245,USER_7850,Mobile
4246,USER_8077,Tablet
4247,USER_6530,Tablet
4248,USER_3480,Mobile
4249,USER_1962,Laptop
4250,USER_7671,Tablet
4251,USER_6249,Mobile
4252,USER_1135,Laptop
4253,USER_4254,Tablet
4254,USER_6742,Mobile
4255,USER_8338,Laptop
4256,USER_5561,Laptop
4257,USER_6764,Tablet
4258,USER_1710,Tablet
4259,USER_5184,Mobile
4260,USER_3052,Tablet
4261,USER_8221,Mobile
4262,USER_1174,Mobile
4263,USER_1224,Laptop
4264,USER_2312,Laptop
4265,USER_7076,Laptop
4266,USER_4605,Mobile
4267,USER_7777,Laptop
4268,USER_2967,Mobile
4269,USER_5971,Mobile
4270,USER_4659,Tablet
4271,USER_1226,Mobile
4272,USER_6305,Mobile
4273,USER_8882,Laptop
4274,USER_9003,Mobile
4275,USER_8394,Tablet
4276,USER_4621,Mobile
4277,USER_5397,Laptop
4278,USER_4516,Mobile
4279,USER_5744,Mobile
4280,USER_8140,Laptop
4281,USER_6589,Mobile
4282,USER_8141,Laptop
4283,USER_5500,Mobile
4284,USER_7980,Laptop
4285,USER_5859,Mobile
4286,USER_4177,Mobile
4287,USER_6097,Tablet
4288,USER_9408,Laptop
4289,USER_8396,Laptop
4290,USER_5789,Tablet
4291,USER_3626,Tablet
4292,USER_3761,Tablet
4293,USER_3621,Mobile
4294,USER_5994,Mobile
4295,USER_4655,Mobile
4296,USER_9145,Laptop
4297,USER_7925,Mobile
4298,USER_8216,Mobile
4299,USER_7773,Laptop
4300,USER_8585,Mobile
4301,USER_8712,Laptop
4302,USER_9023,Tablet
4303,USER_7810,Mobile
4304,USER_6813,Tablet
4305,USER_9380,Mobile
4306,USER_6383,Tablet
4307,USER_1737,Laptop
4308,USER_4461,Laptop
4309,USER_9687,Laptop
4310,USER_8728,Mobile
4311,USER_6279,Laptop
4312,USER_3014,Laptop
4313,USER_1623,Mobile
4314,USER_8329,Mobile
4315,USER_5703,Laptop
4316,USER_2605,Mobile
4317,USER_9680,Laptop
4318,USER_1201,Mobile
4319,USER_1203,Tablet
4320,USER_4646,Mobile
4321,USER_7336,Mobile
4322,USER_3218,Laptop
4323,USER_6457,Tablet
4324,USER_8915,Laptop
4325,USER_8788,Mobile
4326,USER_3411,Mobile
4327,USER_8909,Tablet
4328,USER_3211,Tablet
4329,USER_2131,Mobile
4330,USER_8476,Laptop
4331,USER_2384,Mobile
4332,USER_2440,Mobile
4333,USER_5928,Tablet
4334,USER_1307,Tablet
4335,USER_7208,Laptop
4336,USER_6353,Mobile
4337,USER_4738,Laptop
4338,USER_5412,Mobile
4339,USER_8195,Mobile
4340,USER_7073,Tablet
4341,USER_2636,Laptop
4342,USER_7358,Mobile
4343,USER_8160,Laptop
4344,USER_4306,Laptop
4345,USER_7348,Laptop
4346,USER_9185,Laptop
4347,USER_7905,Mobile
4348,USER_1718,Laptop
4349,USER_8002,Tablet
4350,USER_1241,Mobile
4351,USER_5936,Tablet
4352,USER_8462,Mobile
4353,USER_3687,Laptop
4354,USER_7799,Mobile
4355,USER_5743,Tablet
4356,USER_1218,Tablet
4357,USER_6984,Mobile
4358,USER_3602,Mobile
4359,USER_7217,Laptop
4360,USER_2753,Laptop
4361,USER_6595,Laptop
4362,USER_2695,Tablet
4363,USER_2580,Laptop
4364,USER_1032,Mobile
4365,USER_3499,Mobile
4366,USER_1810,Laptop
4367,USER_8048,Mobile
4368,USER_1609,Laptop
4369,USER_7268,Tablet
4370,USER_2371,Laptop
4371,USER_6526,Mobile
4372,USER_7317,Laptop
4373,USER_1594,Tablet
4374,USER_7629,Mobile
4375,USER_9199,Tablet
4376,USER_3383,Laptop
4377,USER_8333,Tablet
4378,USER_2717,Tablet
4379,USER_2610,Mobile
4380,USER_5864,Mobile
4381,USER_6379,Mobile
4382,USER_6715,Laptop
4383,USER_1833,Mobile
4384,USER_5744,Tablet
4385,USER_5386,Mobile
4386,USER_3478,Laptop
4387,USER_3151,Laptop
4388,USER_7744,Mobile
4389,USER_1871,Laptop
4390,USER_2318,Laptop
4391,USER_8419,Laptop
4392,USER_1869,Laptop
4393,USER_6584,Mobile
4394,USER_2497,Laptop
4395,USER_1512,Laptop
4396,USER_6330,Laptop
4397,USER_9977,Mobile
4398,USER_5446,Mobile
4399,USER_4487,Tablet
4400,USER_6762,Laptop
4401,USER_1167,Laptop
4402,USER_6229,Tablet
4403,USER_9592,Mobile
4404,USER_5214,Laptop
4405,USER_9641,Tablet
4406,USER_1997,Tablet
4407,USER_9814,Tablet
4408,USER_4016,Tablet
4409,USER_8746,Mobile
4410,USER_5075,Tablet
4411,USER_6871,Mobile
4412,USER_4881,Mobile
4413,USER_7670,Tablet
4414,USER_4787,Mobile
4415,USER_7787,Mobile
4416,USER_2387,Tablet
4417,USER_1128,Laptop
4418,USER_3773,Mobile
4419,USER_4251,Tablet
4420,USER_9386,Tablet
4421,USER_8245,Tablet
4422,USER_2567,Mobile
4423,USER_3918,Tablet
4424,USER_5787,Tablet
4425,USER_4367,Mobile
4426,USER_2754,Tablet
4427,USER_8834,Tablet
4428,USER_1244,Mobile
4429,USER_2613,Laptop
4430,USER_2539,Mobile
4431,USER_1748,Tablet
4432,USER_9998,Laptop
4433,USER_4505,Tablet
4434,USER_2364,Laptop
4435,USER_4912,Tablet
4436,USER_1858,Mobile
4437,USER_3184,Laptop
4438,USER_4294,Mobile
4439,USER_9721,Laptop
4440,USER_9601,Laptop
4441,USER_2461,Laptop
4442,USER_1848,Laptop
4443,USER_8943,Laptop
4444,USER_4284,Tablet
4445,USER_9622,Tablet
4446,USER_2247,Tablet
4447,USER_9411,Laptop
4448,USER_9009,Tablet
4449,USER_9775,Tablet
4450,USER_3727,Laptop
4451,USER_7704,Laptop
4452,USER_7510,Mobile
4453,USER_9462,Mobile
4454,USER_7406,Laptop
4455,USER_6704,Tablet
4456,USER_6161,Mobile
4457,USER_4803,Mobile
4458,USER_3816,Laptop
4459,USER_6539,Mobile
4460,USER_3010,Tablet
4461,USER_9102,Laptop
4462,USER_9237,Tablet
4463,USER_7681,Laptop
4464,USER_7094,Laptop
4465,USER_2947,Tablet
4466,USER_5593,Mobile
4467,USER_3796,Laptop
4468,USER_4417,Tablet
4469,USER_5186,Tablet
4470,USER_9878,Tablet
4471,USER_5195,Laptop
4472,USER_5423,Mobile
4473,USER_5033,Laptop
4474,USER_1200,Mobile
4475,USER_1617,Mobile
4476,USER_4110,Laptop
4477,USER_4364,Tablet
4478,USER_3485,Tablet
4479,USER_7705,Mobile
4480,USER_4509,Tablet
4481,USER_7088,Mobile
4482,USER_7606,Laptop
4483,USER_4063,Laptop
4484,USER_7020,Tablet
4485,USER_1062,Laptop
4486,USER_1474,Mobile
4487,USER_6710,Tablet
4488,USER_7079,Tablet
4489,USER_4982,Laptop
4490,USER_8940,Tablet
4491,USER_1746,Laptop
4492,USER_6118,Mobile
4493,USER_8517,Tablet
4494,USER_6229,Laptop
4495,USER_5708,Mobile
4496,USER_8254,Mobile
4497,USER_6681,Mobile
4498,USER_5339,Tablet
4499,USER_7902,Laptop
4500,USER_3694,Mobile
4501,USER_3431,Mobile
4502,USER_5260,Mobile
4503,USER_2344,Mobile
4504,USER_2830,Mobile
4505,USER_2154,Laptop
4506,USER_8002,Laptop
4507,USER_9614,Tablet
4508,USER_6442,Tablet
4509,USER_1965,Tablet
4510,USER_7021,Mobile
4511,USER_5117,Laptop
4512,USER_9513,Tablet
4513,USER_3357,Mobile
4514,USER_5932,Tablet
4515,USER_1615,Laptop
4516,USER_3279,Tablet
4517,USER_6968,Laptop
4518,USER_3448,Tablet
4519,USER_2883,Laptop
4520,USER_2197,Mobile
4521,USER_7223,Tablet
4522,USER_3159,Tablet
4523,USER_6739,Laptop
4524,USER_2658,Mobile
4525,USER_9469,Laptop
4526,USER_5858,Tablet
4527,USER_1314,Mobile
4528,USER_4966,Tablet
4529,USER_9810,Tablet
4530,USER_7346,Mobile
4531,USER_5020,Tablet
4532,USER_3255,Mobile
4533,USER_8018,Tablet
4534,USER_4856,Mobile
4535,USER_3763,Laptop
4536,USER_4305,Laptop
4537,USER_9275,Laptop
4538,USER_4821,Tablet
4539,USER_1203,Laptop
4540,USER_1806,Mobile
4541,USER_5505,Tablet
4542,USER_2305,Tablet
4543,USER_8739,Tablet
4544,USER_9650,Tablet
4545,USER_8206,Tablet
4546,USER_1490,Laptop
4547,USER_4937,Tablet
4548,USER_2721,Tablet
4549,USER_8138,Mobile
4550,USER_4048,Mobile
4551,USER_1494,Mobile
4552,USER_5258,Laptop
4553,USER_8502,Mobile
4554,USER_9884,Tablet
4555,USER_2216,Laptop
4556,USER_9819,Tablet
4557,USER_7368,Tablet
4558,USER_5592,Mobile
4559,USER_7848,Laptop
4560,USER_9578,Tablet
4561,USER_4327,Tablet
4562,USER_1144,Mobile
4563,USER_3489,Laptop
4564,USER_6782,Laptop
4565,USER_4985,Laptop
4566,USER_7853,Mobile
4567,USER_7595,Tablet
4568,USER_4973,Tablet
4569,USER_5612,Laptop
4570,USER_3774,Laptop
4571,USER_7362,Laptop
4572,USER_4459,Laptop
4573,USER_4865,Mobile
4574,USER_4994,Mobile
4575,USER_3099,Tablet
4576,USER_3538,Tablet
4577,USER_1682,Laptop
4578,USER_6390,Mobile
4579,USER_5418,Tablet
4580,USER_2259,Mobile
4581,USER_8397,Mobile
4582,USER_3186,Mobile
4583,USER_1675,Mobile
4584,USER_9680,Mobile
4585,USER_2920,Laptop
4586,USER_8071,Mobile
4587,USER_9981,Mobile
4588,USER_5691,Laptop
4589,USER_2593,Tablet
4590,USER_1261,Tablet
4591,USER_9042,Laptop
4592,USER_1019,Mobile
4593,USER_9046,Laptop
4594,USER_6192,Mobile
4595,USER_5214,Tablet
4596,USER_6477,Mobile
4597,USER_7983,Tablet
4598,USER_5930,Mobile
4599,USER_7152,Laptop
4600,USER_8693,Laptop
4601,USER_6184,Mobile
4602,USER_4613,Laptop
4603,USER_3455,Tablet
4604,USER_2364,Tablet
4605,USER_6752,Tablet
4606,USER_3689,Mobile
4607,USER_4758,Mobile
4608,USER_2373,Mobile
4609,USER_9952,Mobile
4610,USER_1007,Mobile
4611,USER_3581,Tablet
4612,USER_7195,Laptop
4613,USER_5949,Mobile
4614,USER_1596,Tablet
4615,USER_2391,Laptop
4616,USER_7207,Mobile
4617,USER_6136,Mobile
4618,USER_5733,Tablet
4619,USER_8688,Mobile
4620,USER_1974,Mobile
4621,USER_5846,Mobile
4622,USER_6291,Tablet
4623,USER_5920,Mobile
4624,USER_8830,Laptop
4625,USER_7283,Tablet
4626,USER_5314,Mobile
4627,USER_5054,Tablet
4628,USER_3627,Tablet
4629,USER_4017,Laptop
4630,USER_9022,Laptop
4631,USER_2312,Mobile
4632,USER_8269,Mobile
4633,USER_7563,Tablet
4634,USER_6362,Laptop
4635,USER_5943,Tablet
4636,USER_8210,Mobile
4637,USER_9732,Tablet
4638,USER_6541,Tablet
4639,USER_4205,Mobile
4640,USER_8003,Mobile
4641,USER_1354,Tablet
4642,USER_2275,Mobile
4643,USER_6991,Mobile
4644,USER_6913,Mobile
4645,USER_9486,Tablet
4646,USER_9906,Tablet
4647,USER_1421,Mobile
4648,USER_4098,Laptop
4649,USER_1247,Laptop
4650,USER_2831,Laptop
4651,USER_9014,Mobile
4652,USER_3410,Laptop
4653,USER_4985,Tablet
4654,USER_3174,Laptop
4655,USER_5376,Laptop
4656,USER_4618,Tablet
4657,USER_4322,Mobile
4658,USER_2728,Tablet
4659,USER_2159,Laptop
4660,USER_6891,Laptop
4661,USER_9957,Laptop
4662,USER_2107,Tablet
4663,USER_5864,Tablet
4664,USER_1973,Mobile
4665,USER_4698,Laptop
4666,USER_6255,Laptop
4667,USER_2633,Laptop
4668,USER_9173,Laptop
4669,USER_7361,Laptop
4670,USER_5587,Laptop
4671,USER_8739,Mobile
4672,USER_1402,Tablet
4673,USER_2955,Laptop
4674,USER_5160,Laptop
4675,USER_4561,Laptop
4676,USER_9564,Tablet
4677,USER_6975,Tablet
4678,USER_8547,Laptop
4679,USER_1923,Tablet
4680,USER_7522,Mobile
4681,USER_5734,Mobile
4682,USER_3180,Tablet
4683,USER_8676,Mobile
4684,USER_3732,Laptop
4685,USER_2841,Mobile
4686,USER_7809,Mobile
4687,USER_2564,Tablet
4688,USER_2899,Mobile
4689,USER_6435,Laptop
4690,USER_1441,Mobile
4691,USER_2035,Mobile
4692,USER_7286,Laptop
